iter	Logloss
0	0.5470336812
1	0.4405563151
2	0.3468686218
3	0.2894849523
4	0.2343048452
5	0.187605278
6	0.1620553691
7	0.1372185376
8	0.1138133049
9	0.09809319941
10	0.08510237249
11	0.07480694389
12	0.06516733042
13	0.05971693166
14	0.05422443136
15	0.05000187111
16	0.04637125397
17	0.0440197951
18	0.04193258731
19	0.04009874058
20	0.03864808369
21	0.03728792349
22	0.03573462518
23	0.03440402158
24	0.03286023394
25	0.03150742881
26	0.03054342492
27	0.0298836654
28	0.02906000678
29	0.02820966943
30	0.02774546337
31	0.02715570354
32	0.02660547161
33	0.02609885756
34	0.02573478317
35	0.02536451054
36	0.02517091306
37	0.02481244469
38	0.02449596532
39	0.02421348015
40	0.02389112504
41	0.02366375033
42	0.02348009062
43	0.02331667535
44	0.02304590384
45	0.02276153628
46	0.02251533461
47	0.02233393367
48	0.02210191123
49	0.02194535192
50	0.02181590859
51	0.02165360737
52	0.02150348727
53	0.02131253227
54	0.02115010564
55	0.02100927718
56	0.02086544673
57	0.02071300109
58	0.0205994525
59	0.02042598724
60	0.0203235213
61	0.02019909382
62	0.02009746552
63	0.0199878993
64	0.01986629502
65	0.01974589602
66	0.01962817637
67	0.01948640378
68	0.01940260824
69	0.01927606773
70	0.01920210187
71	0.01910621087
72	0.01899631929
73	0.01892844311
74	0.01881929239
75	0.01873488601
76	0.01863454978
77	0.01852613672
78	0.01841578468
79	0.0183360815
80	0.01823381519
81	0.01809214465
82	0.01802813991
83	0.01793189128
84	0.0178218948
85	0.01776092529
86	0.01764871311
87	0.01755132087
88	0.01746453396
89	0.01739584684
90	0.01731936677
91	0.01725949621
92	0.01720755688
93	0.01714309613
94	0.01709821494
95	0.01702555847
96	0.01690974267
97	0.01682976437
98	0.01678354931
99	0.01669832102
100	0.01664820115
101	0.01659223191
102	0.01653050629
103	0.01644841353
104	0.0163636535
105	0.01631147385
106	0.01624553474
107	0.01615070979
108	0.01611770598
109	0.01607370631
110	0.01602160565
111	0.01594430431
112	0.01586129252
113	0.0158066678
114	0.01575821082
115	0.01571967538
116	0.015667991
117	0.01560361369
118	0.01556715345
119	0.01551771752
120	0.01548332485
121	0.01542546733
122	0.01536829329
123	0.0152845424
124	0.01520914745
125	0.01515501213
126	0.0150893383
127	0.0150684406
128	0.01504608456
129	0.01499696843
130	0.01493282477
131	0.01488865534
132	0.01483197037
133	0.01478689925
134	0.01472628927
135	0.01468941704
136	0.01464829572
137	0.01458995056
138	0.01454180384
139	0.01450084956
140	0.01446664476
141	0.01443319893
142	0.0143978804
143	0.01435676209
144	0.01432311519
145	0.01427994903
146	0.01422877216
147	0.01417352804
148	0.01411681636
149	0.01407749319
150	0.01404058599
151	0.01399226077
152	0.01394746693
153	0.01391256269
154	0.01387120008
155	0.01382198358
156	0.01378715181
157	0.01375223883
158	0.01371353205
159	0.01366422145
160	0.01361179892
161	0.01355744561
162	0.01350820891
163	0.01346675316
164	0.01341078679
165	0.0133766075
166	0.01333330512
167	0.01329010971
168	0.013222018
169	0.01319148016
170	0.01314133358
171	0.01312105632
172	0.0130968376
173	0.01305746229
174	0.0130166591
175	0.01299469129
176	0.01296736654
177	0.01293498977
178	0.01290468645
179	0.0128738416
180	0.01282850313
181	0.01278502099
182	0.01274683539
183	0.01272845149
184	0.01268935402
185	0.01265396396
186	0.01262408336
187	0.01258687671
188	0.01256132682
189	0.01252593358
190	0.0125009257
191	0.01246813464
192	0.01245036681
193	0.01241562231
194	0.01238023718
195	0.01234349879
196	0.01229598896
